source,row_number,issue_code,severity,details,incident_type_raw,incident_description,risk_level_raw,risk_percentage_raw,priority_raw
main,5672,PRIORITY_MISMATCH,high,"Risk 99.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Yung ex-live-in partner ko ay sinakal ako hanggang sa mawalan ako ng hininga sa loob ng banyo habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,High,99,P2
main,5675,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Yung landlord naming nanghaharass ay sinakal ako hanggang sa mawalan ako ng hininga sa harap ng sari-sari store kahapon ng hapon dahil natalo siya sa sugal.,High,78,P2
main,5676,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Economic Abuse,Ang biyenan kong malupit ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa garahe noong araw ng sweldo dahil hindi ko naibigay ang password ng cellphone ko.,Critical,88,P1
main,5678,RISK_LEVEL_MISMATCH,high,"Risk 91.0 implies Critical, but row has High.",Economic Abuse,Ang lolo ng mga bata ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kwarto ng mga bata kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,High,91,P2
main,5678,PRIORITY_MISMATCH,high,"Risk 91.0 implies First Priority (P1), but row has Second Priority (P2).",Economic Abuse,Ang lolo ng mga bata ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kwarto ng mga bata kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,High,91,P2
main,5679,RISK_LEVEL_MISMATCH,high,"Risk 96.0 implies Critical, but row has High.",Physical Abuse,Ang kuya ko ay biglang hinampas ang ulo ko ng plantsa sa garahe kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,High,96,P2
main,5679,PRIORITY_MISMATCH,high,"Risk 96.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang kuya ko ay biglang hinampas ang ulo ko ng plantsa sa garahe kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,High,96,P2
main,5687,RISK_LEVEL_MISMATCH,high,"Risk 84.0 implies Critical, but row has High.",Elder Abuse,Ang kuya ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kusina habang nagluluto noong kasagsagan ng ulan kasi lasing na lasing siya.,High,84,P2
main,5687,PRIORITY_MISMATCH,high,"Risk 84.0 implies First Priority (P1), but row has Second Priority (P2).",Elder Abuse,Ang kuya ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kusina habang nagluluto noong kasagsagan ng ulan kasi lasing na lasing siya.,High,84,P2
main,5690,RISK_LEVEL_MISMATCH,high,"Risk 77.0 implies High, but row has Critical.",Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa garahe noong kasagsagan ng ulan kasi lasing na lasing siya.,Critical,77,P1
main,5690,PRIORITY_MISMATCH,high,"Risk 77.0 implies Second Priority (P2), but row has First Priority (P1).",Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa garahe noong kasagsagan ng ulan kasi lasing na lasing siya.,Critical,77,P1
main,5692,RISK_LEVEL_MISMATCH,high,"Risk 95.0 implies Critical, but row has High.",Physical Abuse,Ang kuya ko ay sinakal ako hanggang sa mawalan ako ng hininga sa tapat ng kapitbahay noong kasagsagan ng ulan kasi wala daw kaming maiulam.,High,95,P2
main,5692,PRIORITY_MISMATCH,high,"Risk 95.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang kuya ko ay sinakal ako hanggang sa mawalan ako ng hininga sa tapat ng kapitbahay noong kasagsagan ng ulan kasi wala daw kaming maiulam.,High,95,P2
main,5693,RISK_LEVEL_MISMATCH,high,"Risk 78.0 implies High, but row has Critical.",Neglect / Acts of Omission,Yung ex-live-in partner ko ay ikinulong ang mga bata sa madilim na bodega sa kusina habang nagluluto kaninang alas-tres ng madaling araw kasi umiiyak ang bata at naingayan siya.,Critical,78,P1
main,5693,PRIORITY_MISMATCH,high,"Risk 78.0 implies Second Priority (P2), but row has First Priority (P1).",Neglect / Acts of Omission,Yung ex-live-in partner ko ay ikinulong ang mga bata sa madilim na bodega sa kusina habang nagluluto kaninang alas-tres ng madaling araw kasi umiiyak ang bata at naingayan siya.,Critical,78,P1
main,5695,RISK_LEVEL_MISMATCH,high,"Risk 86.0 implies Critical, but row has High.",Sexual Abuse,Ang kuya ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa loob ng banyo habang kumakain kami ng hapunan dahil sa hinala niyang may iba ako.,High,86,P2
main,5695,PRIORITY_MISMATCH,high,"Risk 86.0 implies First Priority (P1), but row has Second Priority (P2).",Sexual Abuse,Ang kuya ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa loob ng banyo habang kumakain kami ng hapunan dahil sa hinala niyang may iba ako.,High,86,P2
main,5696,RISK_LEVEL_MISMATCH,high,"Risk 78.0 implies High, but row has Critical.",Sexual Abuse,Ang step-father ng anak ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kwarto ng mga bata kaninang alas-tres ng madaling araw dahil hindi ko naibigay ang password ng cellphone ko.,Critical,78,P1
main,5696,PRIORITY_MISMATCH,high,"Risk 78.0 implies Second Priority (P2), but row has First Priority (P1).",Sexual Abuse,Ang step-father ng anak ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kwarto ng mga bata kaninang alas-tres ng madaling araw dahil hindi ko naibigay ang password ng cellphone ko.,Critical,78,P1
main,5699,RISK_LEVEL_MISMATCH,high,"Risk 81.0 implies Critical, but row has High.",Physical Abuse,Ang biyenan kong malupit ay sinakal ako hanggang sa mawalan ako ng hininga sa harap ng sari-sari store noong kasagsagan ng ulan kasi umiiyak ang bata at naingayan siya.,High,81,P2
main,5699,PRIORITY_MISMATCH,high,"Risk 81.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang biyenan kong malupit ay sinakal ako hanggang sa mawalan ako ng hininga sa harap ng sari-sari store noong kasagsagan ng ulan kasi umiiyak ang bata at naingayan siya.,High,81,P2
main,5701,RISK_LEVEL_MISMATCH,high,"Risk 78.0 implies High, but row has Critical.",Neglect / Acts of Omission,Ang kuya ko ay ikinulong ang mga bata sa madilim na bodega sa garahe kaninang umaga bago pumasok kasi lasing na lasing siya.,Critical,78,P1
main,5701,PRIORITY_MISMATCH,high,"Risk 78.0 implies Second Priority (P2), but row has First Priority (P1).",Neglect / Acts of Omission,Ang kuya ko ay ikinulong ang mga bata sa madilim na bodega sa garahe kaninang umaga bago pumasok kasi lasing na lasing siya.,Critical,78,P1
main,5702,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Ang biyenan kong malupit ay binato ako ng basag na bote nang ubod ng lakas sa harap ng sari-sari store kagabi bago matulog kasi lasing na lasing siya.,Critical,96,P1
main,5703,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Yung landlord naming nanghaharass ay binato ako ng kord ng kuryente nang ubod ng lakas sa likod ng bahay kaninang alas-tres ng madaling araw dahil hindi ko naibigay ang password ng cellphone ko.,Critical,85,P1
main,5704,RISK_LEVEL_MISMATCH,high,"Risk 90.0 implies Critical, but row has High.",Elder Abuse,Ang kinakasama ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa garahe kaninang alas-tres ng madaling araw kasi wala daw kaming maiulam.,High,90,P2
main,5704,PRIORITY_MISMATCH,high,"Risk 90.0 implies First Priority (P1), but row has Second Priority (P2).",Elder Abuse,Ang kinakasama ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa garahe kaninang alas-tres ng madaling araw kasi wala daw kaming maiulam.,High,90,P2
main,5705,RISK_LEVEL_MISMATCH,high,"Risk 80.0 implies Critical, but row has High.",Psychological Abuse,Ang kinakasama ko ay pinunit ang mga damit ko at pinalayas ako sa garahe kaninang tanghaling tapat kasi umiiyak ang bata at naingayan siya.,High,80,P2
main,5705,PRIORITY_MISMATCH,high,"Risk 80.0 implies First Priority (P1), but row has Second Priority (P2).",Psychological Abuse,Ang kinakasama ko ay pinunit ang mga damit ko at pinalayas ako sa garahe kaninang tanghaling tapat kasi umiiyak ang bata at naingayan siya.,High,80,P2
main,5706,RISK_LEVEL_MISMATCH,high,"Risk 99.0 implies Critical, but row has High.",Sexual Abuse,Yung ex-live-in partner ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa garahe kaninang alas-tres ng madaling araw kasi wala daw kaming maiulam.,High,99,P2
main,5706,PRIORITY_MISMATCH,high,"Risk 99.0 implies First Priority (P1), but row has Second Priority (P2).",Sexual Abuse,Yung ex-live-in partner ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa garahe kaninang alas-tres ng madaling araw kasi wala daw kaming maiulam.,High,99,P2
main,5708,RISK_LEVEL_MISMATCH,high,"Risk 78.0 implies High, but row has Critical.",Neglect / Acts of Omission,Ang kinakasama ko ay ikinulong ang mga bata sa madilim na bodega sa likod ng bahay noong nakaraang linggo kasi umiiyak ang bata at naingayan siya.,Critical,78,P1
main,5708,PRIORITY_MISMATCH,high,"Risk 78.0 implies Second Priority (P2), but row has First Priority (P1).",Neglect / Acts of Omission,Ang kinakasama ko ay ikinulong ang mga bata sa madilim na bodega sa likod ng bahay noong nakaraang linggo kasi umiiyak ang bata at naingayan siya.,Critical,78,P1
main,5709,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Economic Abuse,Ang biyenan kong malupit ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo habang kumakain kami ng hapunan kasi humingi ako ng pambili ng gamot.,High,77,P2
main,5711,RISK_LEVEL_MISMATCH,high,"Risk 79.0 implies High, but row has Critical.",Neglect / Acts of Omission,Ang biyenan kong malupit ay ikinulong ang mga bata sa madilim na bodega sa kwarto ng mga bata habang kumakain kami ng hapunan kasi wala daw kaming maiulam.,Critical,79,P1
main,5711,PRIORITY_MISMATCH,high,"Risk 79.0 implies Second Priority (P2), but row has First Priority (P1).",Neglect / Acts of Omission,Ang biyenan kong malupit ay ikinulong ang mga bata sa madilim na bodega sa kwarto ng mga bata habang kumakain kami ng hapunan kasi wala daw kaming maiulam.,Critical,79,P1
main,5712,RISK_LEVEL_MISMATCH,high,"Risk 96.0 implies Critical, but row has High.",Economic Abuse,Ang kinakasama ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa gitna ng kalsada kagabi bago matulog dahil sa hinala niyang may iba ako.,High,96,P2
main,5712,PRIORITY_MISMATCH,high,"Risk 96.0 implies First Priority (P1), but row has Second Priority (P2).",Economic Abuse,Ang kinakasama ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa gitna ng kalsada kagabi bago matulog dahil sa hinala niyang may iba ako.,High,96,P2
main,5713,RISK_LEVEL_MISMATCH,high,"Risk 93.0 implies Critical, but row has High.",Elder Abuse,Ang kinakasama ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa likod ng bahay kaninang umaga bago pumasok kasi lasing na lasing siya.,High,93,P2
main,5713,PRIORITY_MISMATCH,high,"Risk 93.0 implies First Priority (P1), but row has Second Priority (P2).",Elder Abuse,Ang kinakasama ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa likod ng bahay kaninang umaga bago pumasok kasi lasing na lasing siya.,High,93,P2
main,5715,RISK_LEVEL_MISMATCH,high,"Risk 97.0 implies Critical, but row has High.",Physical Abuse,Ang biyenan kong malupit ay binato ako ng bato nang ubod ng lakas sa garahe kaninang alas-tres ng madaling araw dahil hindi ko naibigay ang password ng cellphone ko.,High,97,P2
main,5715,PRIORITY_MISMATCH,high,"Risk 97.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang biyenan kong malupit ay binato ako ng bato nang ubod ng lakas sa garahe kaninang alas-tres ng madaling araw dahil hindi ko naibigay ang password ng cellphone ko.,High,97,P2
main,5715,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Ang biyenan kong malupit ay binato ako ng bato nang ubod ng lakas sa garahe kaninang alas-tres ng madaling araw dahil hindi ko naibigay ang password ng cellphone ko.,High,97,P2
main,5716,RISK_LEVEL_MISMATCH,high,"Risk 84.0 implies Critical, but row has High.",Sexual Abuse,Ang step-father ng anak ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa harap ng sari-sari store habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,High,84,P2
main,5716,PRIORITY_MISMATCH,high,"Risk 84.0 implies First Priority (P1), but row has Second Priority (P2).",Sexual Abuse,Ang step-father ng anak ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa harap ng sari-sari store habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,High,84,P2
main,5719,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical + Psychological Abuse,Yung landlord naming nanghaharass ay tinutukan ako ng walis tambo at sinabing papatayin ako sa likod ng bahay kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,Critical,91,P1
main,5721,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Psychological Abuse,Ang biyenan kong malupit ay pinunit ang mga damit ko at pinalayas ako sa likod ng bahay kaninang alas-tres ng madaling araw dahil natalo siya sa sugal.,High,77,P2
main,5723,RISK_LEVEL_MISMATCH,high,"Risk 90.0 implies Critical, but row has High.",Physical Abuse,Ang biyenan kong malupit ay sinakal ako hanggang sa mawalan ako ng hininga sa loob ng banyo noong nakaraang linggo kasi humingi ako ng pambili ng gamot.,High,90,P2
main,5723,PRIORITY_MISMATCH,high,"Risk 90.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang biyenan kong malupit ay sinakal ako hanggang sa mawalan ako ng hininga sa loob ng banyo noong nakaraang linggo kasi humingi ako ng pambili ng gamot.,High,90,P2
main,5723,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Ang biyenan kong malupit ay sinakal ako hanggang sa mawalan ako ng hininga sa loob ng banyo noong nakaraang linggo kasi humingi ako ng pambili ng gamot.,High,90,P2
main,5724,RISK_LEVEL_MISMATCH,high,"Risk 81.0 implies Critical, but row has High.",Sexual Abuse,Yung asawa kong lasinggero ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kwarto ng mga bata noong nakaraang linggo kasi humingi ako ng pambili ng gamot.,High,81,P2
main,5724,PRIORITY_MISMATCH,high,"Risk 81.0 implies First Priority (P1), but row has Second Priority (P2).",Sexual Abuse,Yung asawa kong lasinggero ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kwarto ng mga bata noong nakaraang linggo kasi humingi ako ng pambili ng gamot.,High,81,P2
main,5726,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Ang biyenan kong malupit ay sinakal ako hanggang sa mawalan ako ng hininga sa harap ng sari-sari store noong araw ng sweldo dahil hindi ko naibigay ang password ng cellphone ko.,High,76,P2
main,5727,RISK_LEVEL_MISMATCH,high,"Risk 82.0 implies Critical, but row has High.",Physical Abuse,Yung ex-live-in partner ko ay binato ako ng kutsilyo nang ubod ng lakas sa gitna ng kalsada habang kumakain kami ng hapunan dahil pinagsabihan ko siyang maghanap ng trabaho.,High,82,P2
main,5727,PRIORITY_MISMATCH,high,"Risk 82.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Yung ex-live-in partner ko ay binato ako ng kutsilyo nang ubod ng lakas sa gitna ng kalsada habang kumakain kami ng hapunan dahil pinagsabihan ko siyang maghanap ng trabaho.,High,82,P2
main,5731,RISK_LEVEL_MISMATCH,high,"Risk 75.0 implies High, but row has Critical.",Sexual Abuse,Yung landlord naming nanghaharass ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kwarto ng mga bata kaninang tanghaling tapat dahil sa hinala niyang may iba ako.,Critical,75,P1
main,5731,PRIORITY_MISMATCH,high,"Risk 75.0 implies Second Priority (P2), but row has First Priority (P1).",Sexual Abuse,Yung landlord naming nanghaharass ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kwarto ng mga bata kaninang tanghaling tapat dahil sa hinala niyang may iba ako.,Critical,75,P1
main,5732,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical + Psychological Abuse,Ang biyenan kong malupit ay sinakal ako hanggang sa mawalan ako ng hininga sa kusina habang nagluluto kaninang tanghaling tapat kasi humingi ako ng pambili ng gamot.,Critical,86,P1
main,5734,RISK_LEVEL_MISMATCH,high,"Risk 78.0 implies High, but row has Critical.",Neglect / Acts of Omission,Ang biyenan kong malupit ay ikinulong ang mga bata sa madilim na bodega sa likod ng bahay kaninang tanghaling tapat dahil sa hinala niyang may iba ako.,Critical,78,P1
main,5734,PRIORITY_MISMATCH,high,"Risk 78.0 implies Second Priority (P2), but row has First Priority (P1).",Neglect / Acts of Omission,Ang biyenan kong malupit ay ikinulong ang mga bata sa madilim na bodega sa likod ng bahay kaninang tanghaling tapat dahil sa hinala niyang may iba ako.,Critical,78,P1
main,5736,RISK_LEVEL_MISMATCH,high,"Risk 87.0 implies Critical, but row has High.",Elder Abuse,Ang step-father ng anak ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kusina habang nagluluto kaninang alas-tres ng madaling araw kasi humingi ako ng pambili ng gamot.,High,87,P2
main,5736,PRIORITY_MISMATCH,high,"Risk 87.0 implies First Priority (P1), but row has Second Priority (P2).",Elder Abuse,Ang step-father ng anak ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kusina habang nagluluto kaninang alas-tres ng madaling araw kasi humingi ako ng pambili ng gamot.,High,87,P2
main,5737,RISK_LEVEL_MISMATCH,high,"Risk 83.0 implies Critical, but row has High.",Psychological Abuse,Ang lolo ng mga bata ay pinunit ang mga damit ko at pinalayas ako sa loob ng banyo noong nakaraang linggo kasi wala daw kaming maiulam.,High,83,P2
main,5737,PRIORITY_MISMATCH,high,"Risk 83.0 implies First Priority (P1), but row has Second Priority (P2).",Psychological Abuse,Ang lolo ng mga bata ay pinunit ang mga damit ko at pinalayas ako sa loob ng banyo noong nakaraang linggo kasi wala daw kaming maiulam.,High,83,P2
main,5738,RISK_LEVEL_MISMATCH,high,"Risk 78.0 implies High, but row has Critical.",Physical Abuse,Yung ex-live-in partner ko ay tinulak ako pababa mula sa ikalawang palapag sa may hagdanan kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,Critical,78,P1
main,5738,PRIORITY_MISMATCH,high,"Risk 78.0 implies Second Priority (P2), but row has First Priority (P1).",Physical Abuse,Yung ex-live-in partner ko ay tinulak ako pababa mula sa ikalawang palapag sa may hagdanan kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,Critical,78,P1
main,5739,RISK_LEVEL_MISMATCH,high,"Risk 75.0 implies High, but row has Critical.",Physical + Psychological Abuse,Yung ex-live-in partner ko ay tinutukan ako ng kord ng kuryente at sinabing papatayin ako sa tapat ng kapitbahay noong kasagsagan ng ulan kasi umiiyak ang bata at naingayan siya.,Critical,75,P1
main,5739,PRIORITY_MISMATCH,high,"Risk 75.0 implies Second Priority (P2), but row has First Priority (P1).",Physical + Psychological Abuse,Yung ex-live-in partner ko ay tinutukan ako ng kord ng kuryente at sinabing papatayin ako sa tapat ng kapitbahay noong kasagsagan ng ulan kasi umiiyak ang bata at naingayan siya.,Critical,75,P1
main,5740,RISK_LEVEL_MISMATCH,high,"Risk 88.0 implies Critical, but row has High.",Physical + Psychological Abuse,Ang lolo ng mga bata ay tinulak ako pababa mula sa ikalawang palapag sa gitna ng kalsada habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,High,88,P2
main,5740,PRIORITY_MISMATCH,high,"Risk 88.0 implies First Priority (P1), but row has Second Priority (P2).",Physical + Psychological Abuse,Ang lolo ng mga bata ay tinulak ako pababa mula sa ikalawang palapag sa gitna ng kalsada habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,High,88,P2
main,5741,RISK_LEVEL_MISMATCH,high,"Risk 91.0 implies Critical, but row has High.",Physical Abuse,Ang step-father ng anak ko ay binato ako ng bato nang ubod ng lakas sa garahe noong kasagsagan ng ulan dahil hindi ko naibigay ang password ng cellphone ko.,High,91,P2
main,5741,PRIORITY_MISMATCH,high,"Risk 91.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Ang step-father ng anak ko ay binato ako ng bato nang ubod ng lakas sa garahe noong kasagsagan ng ulan dahil hindi ko naibigay ang password ng cellphone ko.,High,91,P2
main,5742,RISK_LEVEL_MISMATCH,high,"Risk 81.0 implies Critical, but row has High.",Sexual Abuse,Yung tiyuhin naming nakikitira ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa gitna ng kalsada habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,High,81,P2
main,5742,PRIORITY_MISMATCH,high,"Risk 81.0 implies First Priority (P1), but row has Second Priority (P2).",Sexual Abuse,Yung tiyuhin naming nakikitira ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa gitna ng kalsada habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,High,81,P2
main,5743,RISK_LEVEL_MISMATCH,high,"Risk 96.0 implies Critical, but row has High.",Physical + Psychological Abuse,Ang step-father ng anak ko ay sinakal ako hanggang sa mawalan ako ng hininga sa garahe habang kumakain kami ng hapunan dahil sa hinala niyang may iba ako.,High,96,P2
main,5743,PRIORITY_MISMATCH,high,"Risk 96.0 implies First Priority (P1), but row has Second Priority (P2).",Physical + Psychological Abuse,Ang step-father ng anak ko ay sinakal ako hanggang sa mawalan ako ng hininga sa garahe habang kumakain kami ng hapunan dahil sa hinala niyang may iba ako.,High,96,P2
main,5745,RISK_LEVEL_MISMATCH,high,"Risk 94.0 implies Critical, but row has High.",Psychological Abuse,Yung asawa kong lasinggero ay pinunit ang mga damit ko at pinalayas ako sa kusina habang nagluluto noong nakaraang linggo kasi humingi ako ng pambili ng gamot.,High,94,P2
main,5745,PRIORITY_MISMATCH,high,"Risk 94.0 implies First Priority (P1), but row has Second Priority (P2).",Psychological Abuse,Yung asawa kong lasinggero ay pinunit ang mga damit ko at pinalayas ako sa kusina habang nagluluto noong nakaraang linggo kasi humingi ako ng pambili ng gamot.,High,94,P2
main,5747,RISK_LEVEL_MISMATCH,high,"Risk 95.0 implies Critical, but row has High.",Sexual Abuse,Ang lolo ng mga bata ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa tapat ng kapitbahay noong araw ng sweldo kasi lasing na lasing siya.,High,95,P2
main,5747,PRIORITY_MISMATCH,high,"Risk 95.0 implies First Priority (P1), but row has Second Priority (P2).",Sexual Abuse,Ang lolo ng mga bata ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa tapat ng kapitbahay noong araw ng sweldo kasi lasing na lasing siya.,High,95,P2
main,5748,RISK_LEVEL_MISMATCH,high,"Risk 97.0 implies Critical, but row has High.",Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa gitna ng kalsada kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,High,97,P2
main,5748,PRIORITY_MISMATCH,high,"Risk 97.0 implies First Priority (P1), but row has Second Priority (P2).",Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa gitna ng kalsada kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,High,97,P2
main,5749,RISK_LEVEL_MISMATCH,high,"Risk 83.0 implies Critical, but row has High.",Physical + Psychological Abuse,Ang kuya ko ay binato ako ng dos por dos nang ubod ng lakas sa gitna ng kalsada habang kumakain kami ng hapunan kasi humingi ako ng pambili ng gamot.,High,83,P2
main,5749,PRIORITY_MISMATCH,high,"Risk 83.0 implies First Priority (P1), but row has Second Priority (P2).",Physical + Psychological Abuse,Ang kuya ko ay binato ako ng dos por dos nang ubod ng lakas sa gitna ng kalsada habang kumakain kami ng hapunan kasi humingi ako ng pambili ng gamot.,High,83,P2
main,5750,RISK_LEVEL_MISMATCH,high,"Risk 97.0 implies Critical, but row has High.",Physical Abuse,Yung asawa kong lasinggero ay sinakal ako hanggang sa mawalan ako ng hininga sa kusina habang nagluluto noong araw ng sweldo kasi umiiyak ang bata at naingayan siya.,High,97,P2
main,5750,PRIORITY_MISMATCH,high,"Risk 97.0 implies First Priority (P1), but row has Second Priority (P2).",Physical Abuse,Yung asawa kong lasinggero ay sinakal ako hanggang sa mawalan ako ng hininga sa kusina habang nagluluto noong araw ng sweldo kasi umiiyak ang bata at naingayan siya.,High,97,P2
main,5751,RISK_LEVEL_MISMATCH,high,"Risk 93.0 implies Critical, but row has High.",Economic Abuse,Yung tiyuhin naming nakikitira ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo noong nakaraang linggo dahil sa hinala niyang may iba ako.,High,93,P2
main,5751,PRIORITY_MISMATCH,high,"Risk 93.0 implies First Priority (P1), but row has Second Priority (P2).",Economic Abuse,Yung tiyuhin naming nakikitira ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo noong nakaraang linggo dahil sa hinala niyang may iba ako.,High,93,P2
main,5753,RISK_LEVEL_MISMATCH,high,"Risk 91.0 implies Critical, but row has High.",Sexual Abuse,Ang kuya ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kusina habang nagluluto kagabi bago matulog kasi wala daw kaming maiulam.,High,91,P2
main,5753,PRIORITY_MISMATCH,high,"Risk 91.0 implies First Priority (P1), but row has Second Priority (P2).",Sexual Abuse,Ang kuya ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kusina habang nagluluto kagabi bago matulog kasi wala daw kaming maiulam.,High,91,P2
main,5757,RISK_LEVEL_MISMATCH,high,"Risk 78.0 implies High, but row has Critical.",Physical Abuse,Yung asawa kong lasinggero ay sinakal ako hanggang sa mawalan ako ng hininga sa tapat ng kapitbahay noong kasagsagan ng ulan dahil pinagsabihan ko siyang maghanap ng trabaho.,Critical,78,P1
main,5757,PRIORITY_MISMATCH,high,"Risk 78.0 implies Second Priority (P2), but row has First Priority (P1).",Physical Abuse,Yung asawa kong lasinggero ay sinakal ako hanggang sa mawalan ako ng hininga sa tapat ng kapitbahay noong kasagsagan ng ulan dahil pinagsabihan ko siyang maghanap ng trabaho.,Critical,78,P1
main,5758,RISK_LEVEL_MISMATCH,high,"Risk 78.0 implies High, but row has Critical.",Elder Abuse,Yung landlord naming nanghaharass ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa loob ng banyo kaninang umaga bago pumasok dahil sa hinala niyang may iba ako.,Critical,78,P1
