Incident_Type,Incident_Description,Language,Risk_Level,Incident_Risk_Percentage,Priority_Level,Children_Involved,Weapon_Mentioned,AI_Confidence_Score
Psychological Abuse,Ang step-father ng anak ko ay pinunit ang mga damit ko at pinalayas ako sa likod ng bahay kaninang tanghaling tapat kasi wala daw kaming maiulam.,Tagalog,Critical,96,P1,Yes,No,96
Physical + Psychological Abuse,Ang step-father ng anak ko ay tinutukan ako ng basag na bote at sinabing papatayin ako sa may hagdanan kahapon ng hapon dahil sa hinala niyang may iba ako.,Tagalog,High,84,P2,Yes,Yes,97
Physical Abuse,Ang biyenan kong malupit ay sinakal ako hanggang sa mawalan ako ng hininga sa tapat ng kapitbahay kaninang tanghaling tapat dahil sa hinala niyang may iba ako.,Tagalog,Critical,93,P1,No,No,89
Sexual Abuse,Ang biyenan kong malupit ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa tapat ng kapitbahay noong kasagsagan ng ulan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,90,P2,No,No,85
Physical + Psychological Abuse,Yung asawa kong lasinggero ay tinutukan ako ng gunting at sinabing papatayin ako sa harap ng sari-sari store kaninang alas-tres ng madaling araw dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,88,P1,No,Yes,91
Psychological Abuse,Ang step-father ng anak ko ay pinunit ang mga damit ko at pinalayas ako sa kwarto ng mga bata noong nakaraang linggo kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,84,P1,Yes,No,91
Physical + Psychological Abuse,Ang biyenan kong malupit ay tinulak ako pababa mula sa ikalawang palapag sa gitna ng kalsada habang kumakain kami ng hapunan kasi wala daw kaming maiulam.,Tagalog,High,91,P2,No,No,90
Physical + Psychological Abuse,Ang step-father ng anak ko ay binato ako ng tinidor nang ubod ng lakas sa harap ng sari-sari store kaninang alas-tres ng madaling araw dahil natalo siya sa sugal.,Tagalog,Critical,78,P1,Yes,Yes,96
Economic Abuse,Ang step-father ng anak ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa may hagdanan habang kumakain kami ng hapunan dahil sa hinala niyang may iba ako.,Tagalog,High,75,P2,Yes,No,90
Psychological Abuse,Ang step-father ng anak ko ay pinunit ang mga damit ko at pinalayas ako sa tapat ng kapitbahay kaninang umaga bago pumasok dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,87,P1,Yes,No,98
Physical Abuse,Yung tiyuhin naming nakikitira ay binato ako ng martilyo nang ubod ng lakas sa loob ng banyo kaninang umaga bago pumasok dahil sa hinala niyang may iba ako.,Tagalog,High,86,P2,No,Yes,94
Physical Abuse,Yung tiyuhin naming nakikitira ay tinulak ako pababa mula sa ikalawang palapag sa kwarto ng mga bata noong araw ng sweldo dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,92,P1,Yes,No,94
Physical Abuse,Yung tiyuhin naming nakikitira ay tinulak ako pababa mula sa ikalawang palapag sa likod ng bahay noong araw ng sweldo dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,99,P2,No,No,94
Physical Abuse,Ang kuya ko ay tinulak ako pababa mula sa ikalawang palapag sa kusina habang nagluluto kahapon ng hapon kasi humingi ako ng pambili ng gamot.,Tagalog,High,88,P2,No,No,99
Physical Abuse,Yung tiyuhin naming nakikitira ay tinulak ako pababa mula sa ikalawang palapag sa loob ng banyo noong araw ng sweldo dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,89,P1,No,No,92
Neglect / Acts of Omission,Yung ex-live-in partner ko ay ikinulong ang mga bata sa madilim na bodega sa gitna ng kalsada noong nakaraang linggo dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,91,P1,Yes,No,97
Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa likod ng bahay noong nakaraang linggo dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,77,P1,Yes,No,97
Economic Abuse,Yung ex-live-in partner ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo kaninang tanghaling tapat dahil sa hinala niyang may iba ako.,Tagalog,High,75,P2,No,No,89
Physical Abuse,Yung asawa kong lasinggero ay tinulak ako pababa mula sa ikalawang palapag sa gitna ng kalsada noong kasagsagan ng ulan kasi wala daw kaming maiulam.,Tagalog,High,78,P2,No,No,87
Psychological Abuse,Ang step-father ng anak ko ay pinunit ang mga damit ko at pinalayas ako sa likod ng bahay kagabi bago matulog kasi lasing na lasing siya.,Tagalog,Critical,90,P1,Yes,No,87
Sexual Abuse,Yung asawa kong lasinggero ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa gitna ng kalsada habang kumakain kami ng hapunan dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,96,P1,No,No,93
Sexual Abuse,Yung asawa kong lasinggero ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa loob ng banyo kaninang umaga bago pumasok kasi lasing na lasing siya.,Tagalog,Critical,85,P1,No,No,93
Economic Abuse,Yung asawa kong lasinggero ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kwarto ng mga bata kagabi bago matulog kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,76,P1,Yes,No,93
Neglect / Acts of Omission,Ang kinakasama ko ay ikinulong ang mga bata sa madilim na bodega sa gitna ng kalsada kaninang umaga bago pumasok kasi lasing na lasing siya.,Tagalog,Critical,86,P1,Yes,No,94
Physical + Psychological Abuse,Yung asawa kong lasinggero ay tinutukan ako ng tinidor at sinabing papatayin ako sa tapat ng kapitbahay noong kasagsagan ng ulan kasi lasing na lasing siya.,Tagalog,Critical,95,P1,No,Yes,87
Physical Abuse,Ang step-father ng anak ko ay tinulak ako pababa mula sa ikalawang palapag sa garahe noong nakaraang linggo kasi lasing na lasing siya.,Tagalog,Critical,93,P1,Yes,No,92
Economic Abuse,Ang biyenan kong malupit ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa may hagdanan noong nakaraang linggo dahil natalo siya sa sugal.,Tagalog,Critical,93,P1,No,No,86
Physical Abuse,Ang kinakasama ko ay biglang hinampas ang ulo ko ng makapal na libro sa gitna ng kalsada kagabi bago matulog kasi wala daw kaming maiulam.,Tagalog,Critical,90,P1,No,Yes,98
Elder Abuse,Ang biyenan kong malupit ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa likod ng bahay noong araw ng sweldo kasi wala daw kaming maiulam.,Tagalog,High,85,P2,No,No,93
Physical Abuse,Ang kinakasama ko ay binato ako ng payong nang ubod ng lakas sa tapat ng kapitbahay kaninang umaga bago pumasok dahil natalo siya sa sugal.,Tagalog,High,97,P2,No,Yes,99
Physical Abuse,Yung tiyuhin naming nakikitira ay binato ako ng kutsilyo nang ubod ng lakas sa tapat ng kapitbahay kaninang umaga bago pumasok kasi lasing na lasing siya.,Tagalog,Critical,92,P1,No,Yes,87
Physical + Psychological Abuse,Yung ex-live-in partner ko ay tinutukan ako ng plantsa at sinabing papatayin ako sa kwarto ng mga bata kagabi bago matulog kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,86,P1,Yes,Yes,99
Economic Abuse,Ang biyenan kong malupit ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo kahapon ng hapon kasi humingi ako ng pambili ng gamot.,Tagalog,High,84,P2,No,No,98
Physical + Psychological Abuse,Ang step-father ng anak ko ay tinulak ako pababa mula sa ikalawang palapag sa kwarto ng mga bata kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,Tagalog,High,98,P2,Yes,No,90
Physical + Psychological Abuse,Yung asawa kong lasinggero ay binato ako ng kord ng kuryente nang ubod ng lakas sa gitna ng kalsada noong araw ng sweldo kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,95,P1,Yes,Yes,89
Elder Abuse,Yung ex-live-in partner ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa harap ng sari-sari store noong araw ng sweldo kasi humingi ako ng pambili ng gamot.,Tagalog,High,85,P2,No,No,96
Psychological Abuse,Yung asawa kong lasinggero ay pinunit ang mga damit ko at pinalayas ako sa may hagdanan kaninang tanghaling tapat dahil sa hinala niyang may iba ako.,Tagalog,Critical,75,P1,No,No,96
Sexual Abuse,Ang step-father ng anak ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa tapat ng kapitbahay kaninang umaga bago pumasok kasi lasing na lasing siya.,Tagalog,Critical,86,P1,Yes,No,91
Physical Abuse,Yung landlord naming nanghaharass ay tinulak ako pababa mula sa ikalawang palapag sa loob ng banyo noong araw ng sweldo dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,94,P2,No,No,87
Physical Abuse,Yung tiyuhin naming nakikitira ay tinulak ako pababa mula sa ikalawang palapag sa harap ng sari-sari store kaninang alas-tres ng madaling araw dahil natalo siya sa sugal.,Tagalog,High,84,P2,No,No,99
Physical + Psychological Abuse,Ang kuya ko ay biglang hinampas ang ulo ko ng plantsa sa likod ng bahay kaninang alas-tres ng madaling araw kasi wala daw kaming maiulam.,Tagalog,Critical,88,P1,No,Yes,97
Economic Abuse,Ang kinakasama ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa gitna ng kalsada noong kasagsagan ng ulan dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,81,P1,No,No,94
Psychological Abuse,Ang lolo ng mga bata ay pinunit ang mga damit ko at pinalayas ako sa may hagdanan kagabi bago matulog dahil natalo siya sa sugal.,Tagalog,Critical,80,P1,Yes,No,96
Physical + Psychological Abuse,Yung asawa kong lasinggero ay tinulak ako pababa mula sa ikalawang palapag sa likod ng bahay kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,Tagalog,High,87,P2,No,No,94
Physical + Psychological Abuse,Ang biyenan kong malupit ay tinutukan ako ng bakal na tubo at sinabing papatayin ako sa gitna ng kalsada kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,96,P1,Yes,Yes,95
Physical + Psychological Abuse,Yung ex-live-in partner ko ay sinakal ako hanggang sa mawalan ako ng hininga sa kwarto ng mga bata kaninang tanghaling tapat kasi humingi ako ng pambili ng gamot.,Tagalog,High,99,P2,Yes,No,88
Physical + Psychological Abuse,Yung asawa kong lasinggero ay sinakal ako hanggang sa mawalan ako ng hininga sa gitna ng kalsada noong nakaraang linggo kasi umiiyak ang bata at naingayan siya.,Tagalog,High,82,P2,Yes,No,90
Physical Abuse,Yung landlord naming nanghaharass ay biglang hinampas ang ulo ko ng gunting sa harap ng sari-sari store kaninang tanghaling tapat kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,79,P1,Yes,Yes,90
Elder Abuse,Yung tiyuhin naming nakikitira ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kusina habang nagluluto noong nakaraang linggo kasi umiiyak ang bata at naingayan siya.,Tagalog,High,98,P2,Yes,No,94
Physical Abuse,Ang kinakasama ko ay tinutukan ako ng makapal na libro at sinabing papatayin ako sa kwarto ng mga bata kagabi bago matulog kasi lasing na lasing siya.,Tagalog,High,96,P2,Yes,Yes,96
Physical Abuse,Ang kinakasama ko ay tinulak ako pababa mula sa ikalawang palapag sa likod ng bahay noong kasagsagan ng ulan dahil sa hinala niyang may iba ako.,Tagalog,High,77,P2,No,No,92
Physical + Psychological Abuse,Ang biyenan kong malupit ay tinutukan ako ng kutsilyo at sinabing papatayin ako sa harap ng sari-sari store noong araw ng sweldo kasi wala daw kaming maiulam.,Tagalog,High,92,P2,No,Yes,91
Physical + Psychological Abuse,Yung ex-live-in partner ko ay binato ako ng gunting nang ubod ng lakas sa gitna ng kalsada kaninang umaga bago pumasok kasi wala daw kaming maiulam.,Tagalog,High,78,P2,No,Yes,85
Elder Abuse,Ang lolo ng mga bata ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa tapat ng kapitbahay noong araw ng sweldo dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,86,P2,Yes,No,98
Psychological Abuse,Yung asawa kong lasinggero ay pinunit ang mga damit ko at pinalayas ako sa gitna ng kalsada noong kasagsagan ng ulan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,86,P1,No,No,92
Sexual Abuse,Yung landlord naming nanghaharass ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa likod ng bahay kagabi bago matulog kasi lasing na lasing siya.,Tagalog,Critical,80,P1,No,No,98
Psychological Abuse,Ang kinakasama ko ay pinunit ang mga damit ko at pinalayas ako sa gitna ng kalsada noong nakaraang linggo kasi wala daw kaming maiulam.,Tagalog,High,99,P2,No,No,93
Economic Abuse,Yung ex-live-in partner ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa likod ng bahay habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,93,P2,No,No,92
Sexual Abuse,Ang step-father ng anak ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa tapat ng kapitbahay kaninang tanghaling tapat dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,86,P1,Yes,No,86
Psychological Abuse,Yung ex-live-in partner ko ay pinunit ang mga damit ko at pinalayas ako sa gitna ng kalsada kaninang alas-tres ng madaling araw kasi humingi ako ng pambili ng gamot.,Tagalog,High,77,P2,No,No,94
Economic Abuse,Yung asawa kong lasinggero ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa garahe kagabi bago matulog dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,98,P2,No,No,93
Physical Abuse,Yung landlord naming nanghaharass ay biglang hinampas ang ulo ko ng martilyo sa likod ng bahay kagabi bago matulog kasi umiiyak ang bata at naingayan siya.,Tagalog,High,76,P2,Yes,Yes,88
Physical + Psychological Abuse,Ang kuya ko ay binato ako ng walis tambo nang ubod ng lakas sa tapat ng kapitbahay kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,86,P2,No,Yes,97
Physical + Psychological Abuse,Ang step-father ng anak ko ay binato ako ng makapal na libro nang ubod ng lakas sa harap ng sari-sari store kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,75,P1,Yes,Yes,89
Physical + Psychological Abuse,Ang kuya ko ay biglang hinampas ang ulo ko ng payong sa loob ng banyo kaninang alas-tres ng madaling araw kasi wala daw kaming maiulam.,Tagalog,High,90,P2,No,Yes,99
Sexual Abuse,Ang step-father ng anak ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa gitna ng kalsada kaninang umaga bago pumasok kasi lasing na lasing siya.,Tagalog,High,99,P2,Yes,No,91
Psychological Abuse,Yung tiyuhin naming nakikitira ay pinunit ang mga damit ko at pinalayas ako sa garahe kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,Tagalog,High,87,P2,No,No,94
Physical Abuse,Ang lolo ng mga bata ay biglang hinampas ang ulo ko ng kutsara sa likod ng bahay noong nakaraang linggo dahil natalo siya sa sugal.,Tagalog,High,76,P2,Yes,Yes,87
Physical Abuse,Yung ex-live-in partner ko ay tinulak ako pababa mula sa ikalawang palapag sa gitna ng kalsada habang kumakain kami ng hapunan kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,79,P1,No,No,88
Physical Abuse,Ang biyenan kong malupit ay sinakal ako hanggang sa mawalan ako ng hininga sa kwarto ng mga bata noong araw ng sweldo kasi wala daw kaming maiulam.,Tagalog,High,98,P2,Yes,No,98
Physical Abuse,Ang kuya ko ay sinakal ako hanggang sa mawalan ako ng hininga sa kwarto ng mga bata noong nakaraang linggo dahil natalo siya sa sugal.,Tagalog,High,81,P2,Yes,No,88
Physical Abuse,Ang kinakasama ko ay tinulak ako pababa mula sa ikalawang palapag sa garahe kahapon ng hapon dahil sa hinala niyang may iba ako.,Tagalog,High,86,P2,No,No,90
Elder Abuse,Yung landlord naming nanghaharass ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa tapat ng kapitbahay habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,83,P1,No,No,86
Psychological Abuse,Ang kinakasama ko ay pinunit ang mga damit ko at pinalayas ako sa likod ng bahay kahapon ng hapon dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,95,P2,No,No,86
Elder Abuse,Yung ex-live-in partner ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa likod ng bahay kagabi bago matulog dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,86,P1,No,No,96
Physical + Psychological Abuse,Yung tiyuhin naming nakikitira ay tinulak ako pababa mula sa ikalawang palapag sa likod ng bahay kaninang tanghaling tapat kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,78,P1,No,No,92
Physical Abuse,Yung asawa kong lasinggero ay binato ako ng gunting nang ubod ng lakas sa gitna ng kalsada kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,84,P2,No,Yes,97
Elder Abuse,Ang step-father ng anak ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa may hagdanan kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,78,P1,Yes,No,91
Economic Abuse,Ang biyenan kong malupit ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa tapat ng kapitbahay kahapon ng hapon dahil natalo siya sa sugal.,Tagalog,High,84,P2,No,No,95
Neglect / Acts of Omission,Yung tiyuhin naming nakikitira ay ikinulong ang mga bata sa madilim na bodega sa kusina habang nagluluto habang kumakain kami ng hapunan kasi humingi ako ng pambili ng gamot.,Tagalog,High,86,P2,Yes,No,94
Sexual Abuse,Yung asawa kong lasinggero ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa harap ng sari-sari store noong kasagsagan ng ulan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,80,P1,No,No,90
Physical + Psychological Abuse,Yung tiyuhin naming nakikitira ay tinutukan ako ng bato at sinabing papatayin ako sa garahe kahapon ng hapon kasi wala daw kaming maiulam.,Tagalog,Critical,78,P1,No,Yes,88
Physical + Psychological Abuse,Yung tiyuhin naming nakikitira ay biglang hinampas ang ulo ko ng gunting sa gitna ng kalsada noong nakaraang linggo kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,78,P1,Yes,Yes,93
Physical + Psychological Abuse,Ang lolo ng mga bata ay binato ako ng walis tambo nang ubod ng lakas sa kwarto ng mga bata kaninang tanghaling tapat kasi umiiyak ang bata at naingayan siya.,Tagalog,High,77,P2,Yes,Yes,90
Neglect / Acts of Omission,Yung tiyuhin naming nakikitira ay ikinulong ang mga bata sa madilim na bodega sa tapat ng kapitbahay kahapon ng hapon dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,75,P2,Yes,No,96
Neglect / Acts of Omission,Yung landlord naming nanghaharass ay ikinulong ang mga bata sa madilim na bodega sa kwarto ng mga bata noong kasagsagan ng ulan kasi lasing na lasing siya.,Tagalog,High,95,P2,Yes,No,86
Elder Abuse,Ang kuya ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa may hagdanan kaninang tanghaling tapat kasi humingi ako ng pambili ng gamot.,Tagalog,High,80,P2,No,No,95
Physical + Psychological Abuse,Ang step-father ng anak ko ay tinutukan ako ng bato at sinabing papatayin ako sa gitna ng kalsada noong araw ng sweldo kasi wala daw kaming maiulam.,Tagalog,High,83,P2,Yes,Yes,98
Neglect / Acts of Omission,Ang lolo ng mga bata ay ikinulong ang mga bata sa madilim na bodega sa tapat ng kapitbahay habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,97,P2,Yes,No,93
Physical Abuse,Ang lolo ng mga bata ay binato ako ng kord ng kuryente nang ubod ng lakas sa kwarto ng mga bata kagabi bago matulog dahil sa hinala niyang may iba ako.,Tagalog,Critical,92,P1,Yes,Yes,91
Physical + Psychological Abuse,Yung landlord naming nanghaharass ay tinutukan ako ng bato at sinabing papatayin ako sa kwarto ng mga bata habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,91,P1,Yes,Yes,88
Sexual Abuse,Yung tiyuhin naming nakikitira ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kusina habang nagluluto kaninang tanghaling tapat kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,92,P1,No,No,85
Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa gitna ng kalsada kahapon ng hapon kasi wala daw kaming maiulam.,Tagalog,Critical,78,P1,Yes,No,96
Physical Abuse,Yung asawa kong lasinggero ay sinakal ako hanggang sa mawalan ako ng hininga sa tapat ng kapitbahay habang kumakain kami ng hapunan dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,81,P1,No,No,89
Physical + Psychological Abuse,Ang step-father ng anak ko ay binato ako ng kawali nang ubod ng lakas sa tapat ng kapitbahay noong nakaraang linggo dahil natalo siya sa sugal.,Tagalog,High,84,P2,Yes,Yes,87
Sexual Abuse,Yung tiyuhin naming nakikitira ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa may hagdanan kaninang tanghaling tapat kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,82,P1,Yes,No,98
Psychological Abuse,Yung landlord naming nanghaharass ay pinunit ang mga damit ko at pinalayas ako sa loob ng banyo kagabi bago matulog dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,99,P1,No,No,97
Economic Abuse,Yung landlord naming nanghaharass ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa tapat ng kapitbahay kahapon ng hapon dahil sa hinala niyang may iba ako.,Tagalog,Critical,97,P1,No,No,92
Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa tapat ng kapitbahay kaninang alas-tres ng madaling araw kasi humingi ako ng pambili ng gamot.,Tagalog,High,89,P2,Yes,No,87
Economic Abuse,Ang step-father ng anak ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa gitna ng kalsada habang kumakain kami ng hapunan dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,79,P2,Yes,No,89
Physical Abuse,Ang kinakasama ko ay tinutukan ako ng dos por dos at sinabing papatayin ako sa may hagdanan noong araw ng sweldo dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,87,P2,No,Yes,88
Psychological Abuse,Ang biyenan kong malupit ay pinunit ang mga damit ko at pinalayas ako sa gitna ng kalsada habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,98,P1,No,No,88
Elder Abuse,Ang lolo ng mga bata ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa tapat ng kapitbahay kagabi bago matulog dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,93,P1,Yes,No,97
Physical + Psychological Abuse,Yung ex-live-in partner ko ay tinutukan ako ng kord ng kuryente at sinabing papatayin ako sa kwarto ng mga bata kagabi bago matulog dahil natalo siya sa sugal.,Tagalog,High,98,P2,Yes,Yes,89
Physical Abuse,Ang lolo ng mga bata ay sinakal ako hanggang sa mawalan ako ng hininga sa kwarto ng mga bata kaninang alas-tres ng madaling araw kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,86,P1,Yes,No,93
Physical + Psychological Abuse,Ang step-father ng anak ko ay biglang hinampas ang ulo ko ng martilyo sa kusina habang nagluluto kahapon ng hapon kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,91,P1,Yes,Yes,90
Physical + Psychological Abuse,Yung tiyuhin naming nakikitira ay sinakal ako hanggang sa mawalan ako ng hininga sa tapat ng kapitbahay kaninang umaga bago pumasok kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,75,P1,Yes,No,92
Physical Abuse,Ang lolo ng mga bata ay sinakal ako hanggang sa mawalan ako ng hininga sa kwarto ng mga bata kaninang umaga bago pumasok dahil natalo siya sa sugal.,Tagalog,Critical,99,P1,Yes,No,99
Sexual Abuse,Yung tiyuhin naming nakikitira ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa tapat ng kapitbahay noong kasagsagan ng ulan kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,97,P1,Yes,No,97
Physical + Psychological Abuse,Ang biyenan kong malupit ay tinutukan ako ng bato at sinabing papatayin ako sa garahe kahapon ng hapon dahil natalo siya sa sugal.,Tagalog,Critical,99,P1,No,Yes,86
Neglect / Acts of Omission,Ang lolo ng mga bata ay ikinulong ang mga bata sa madilim na bodega sa loob ng banyo noong kasagsagan ng ulan kasi lasing na lasing siya.,Tagalog,Critical,82,P1,Yes,No,98
Psychological Abuse,Ang lolo ng mga bata ay pinunit ang mga damit ko at pinalayas ako sa may hagdanan kaninang umaga bago pumasok dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,75,P1,Yes,No,96
Psychological Abuse,Ang step-father ng anak ko ay pinunit ang mga damit ko at pinalayas ako sa may hagdanan noong araw ng sweldo kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,95,P1,Yes,No,96
Sexual Abuse,Ang kuya ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa may hagdanan kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,Tagalog,High,88,P2,No,No,87
Sexual Abuse,Yung asawa kong lasinggero ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa garahe noong kasagsagan ng ulan kasi lasing na lasing siya.,Tagalog,High,80,P2,No,No,94
Neglect / Acts of Omission,Yung tiyuhin naming nakikitira ay ikinulong ang mga bata sa madilim na bodega sa gitna ng kalsada kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,90,P2,Yes,No,87
Physical Abuse,Yung ex-live-in partner ko ay biglang hinampas ang ulo ko ng tinidor sa kwarto ng mga bata noong kasagsagan ng ulan kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,90,P1,Yes,Yes,86
Economic Abuse,Ang lolo ng mga bata ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa harap ng sari-sari store kagabi bago matulog dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,98,P1,Yes,No,86
Physical + Psychological Abuse,Yung ex-live-in partner ko ay tinulak ako pababa mula sa ikalawang palapag sa harap ng sari-sari store habang kumakain kami ng hapunan dahil natalo siya sa sugal.,Tagalog,Critical,78,P1,No,No,97
Sexual Abuse,Ang biyenan kong malupit ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa loob ng banyo habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,Tagalog,High,85,P2,Yes,No,85
Physical Abuse,Ang biyenan kong malupit ay tinutukan ako ng basag na bote at sinabing papatayin ako sa likod ng bahay habang kumakain kami ng hapunan kasi humingi ako ng pambili ng gamot.,Tagalog,High,77,P2,No,Yes,86
Neglect / Acts of Omission,Ang step-father ng anak ko ay ikinulong ang mga bata sa madilim na bodega sa may hagdanan habang kumakain kami ng hapunan kasi wala daw kaming maiulam.,Tagalog,Critical,99,P1,Yes,No,91
Economic Abuse,Ang kuya ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa garahe kagabi bago matulog dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,76,P2,No,No,86
Elder Abuse,Yung tiyuhin naming nakikitira ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa gitna ng kalsada kaninang alas-tres ng madaling araw dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,98,P2,No,No,90
